name,gpio,connector,position
D0,0,header,D0
D1,1,header,D1
D2,2,header,D2
D3,21,header,D3
D4,22,header,D4
D5,23,header,D5
D6,16,header,D6
D7,17,header,D7
D8,19,header,D8
D9,20,header,D9
D10,18,header,D10
SDA,22,header,D4
SCL,23,header,D5
TX,16,header,D6
RX,17,header,D7
SCK,19,header,D8
MISO,20,header,D9
MOSI,18,header,D10
MTMS,4,,
MTDI,5,,
MTCK,6,,
MTDO,7,,
BOOT,9,,
USER_LED,15,,
RF_SWITCH_ENABLE,3,,
RF_ANT_SELECT,14,,
USB_DM,12,,
USB_DP,13,,
